cpg,chr,pos
cg12124295,chr1,8221632
cg03903063,chr18,74212601
cg14407100,chr3,126265051
cg06152409,chr2,34105001
cg26816165,chr20,11871633
cg25516853,chr6,31623568
cg02297278,chr5,150249392
cg17095915,chr9,126520182
cg24997513,chr17,3692047
cg26037174,chr17,35422103
cg15482025,chr19,18836104
cg08018256,chr5,177352215
cg03092494,chr17,50750923
cg09496178,chr14,89962478
cg15912629,chr3,22450786
cg10658703,chr19,1033243
cg14012264,chr7,4703795
cg01979270,chr16,2539772
cg02774390,chr2,105256623
cg04415132,chr19,48718242
cg05302953,chr18,46074696
cg10167888,chr10,132542773
cg16284482,chr2,27337335
cg11283677,chr17,62650525
cg25300318,chr2,199662574
cg10822817,chr11,16876425
cg12831429,chr18,12359960
cg08331184,chr2,46018981
cg11910611,chr2,74261558
cg22672496,chr17,80363157
cg17574197,chr19,5588044
cg12421153,chr20,3782680
cg19205041,chr6,143608374
cg23892502,chr11,11941626
cg17446142,chr5,132865791
cg09567892,chr15,65312443
cg13652169,chr22,17008222
cg03429696,chr19,43380573
cg01815778,chr3,187953141
cg00073261,chr3,194768801
cg11418217,chr5,36960533
cg06296574,chr6,134268451
cg00745124,chr3,141844361
cg06575423,chr15,50856565
cg05623317,chr3,38545036
cg07703643,chr12,56727576
cg04343233,chr1,11131688
cg03926833,chr20,731078
cg11616801,chr10,13437844
cg08165083,chr1,10529343
cg01835576,chr16,66801627
cg03670422,chr3,155762856
cg15756248,chr11,59898175
cg08910976,chr3,141920610
cg01621637,chr1,168105240
cg18123789,chr11,102446803
cg09576855,chr5,92687665
cg00939525,chr15,39837162
cg01376217,chr3,40451035
cg04149897,chr8,143318924
cg03820120,chr5,116528511
cg01628554,chr6,147743233
cg21251361,chr5,95966123
cg01092748,chr1,21111342
cg26972561,chr18,74397713
cg15156500,chr6,109551962
cg26503651,chr19,46748030
cg21200430,chr9,115015033
cg05646464,chr11,12213117
cg01469594,chr17,82748910
cg22319629,chr6,147226911
cg09608876,chr3,53351632
cg11999875,chr8,103403276
cg26594620,chr4,1981466
cg24363392,chr2,157429360
cg17473311,chr14,90884346
cg16149154,chr21,25879388
cg06647446,chr6,157423573
cg13805530,chr5,177567560
cg02145220,chr15,78931036
cg23992879,chr5,180851031
cg23353813,chr5,144171911
cg00699996,chr14,22829478
cg04565799,chr14,49593429
cg17730759,chr19,35743098
cg18252245,chr2,96969812
cg09496130,chr4,98617342
cg15430455,chr5,135128113
cg13926796,chr7,101890655
cg00595828,chr4,140737771
cg15207041,chr4,25237958
cg04752650,chr10,45071721
cg26915779,chr17,11994339
cg17421607,chr8,52715638
cg14670149,chr16,67276046
cg21657040,chr6,44831389
cg18256194,chr16,14503081
cg13943024,chr1,9265330
cg02849913,chr7,149003916
cg17825812,chr12,108809904
cg05043720,chr13,112145685
cg05980955,chr11,17847203
cg17349461,chr15,60340137
cg20294481,chr20,3544349
cg20226149,chr21,14516477
cg04700215,chr12,45926327
cg24591660,chr11,14461357
cg00574307,chr13,94443846
cg18450294,chr17,519995
cg12472484,chr2,144849249
cg08831531,chr16,9125088
cg16410144,chr22,46065486
cg04419342,chr10,88524247
cg15294623,chr17,27218024
cg25923692,chr15,69671599
cg27348125,chr17,59463888
cg05062023,chr2,132585701
cg25593476,chr20,4252617
cg07252916,chr20,58990642
cg07877629,chr16,81431821
cg14023762,chr19,13809345
cg23001930,chr7,2054842
cg02597153,chr11,17772411
cg11970480,chr6,158640287
cg03016932,chr5,66511668
cg08358898,chr12,15827935
cg20854293,chr1,162142026
cg05814100,chr17,80925997
cg00554341,chr3,177348506
cg02878901,chr2,32156328
cg25036983,chr16,54687202
cg12466070,chr7,100111337
cg15819051,chr1,168106310
cg07135469,chr2,73238378
cg11671029,chr14,101840826
cg22113123,chr1,54255415
cg13912480,chr9,34370822
cg11219690,chr22,23306067
cg25373484,chr17,48294140
cg14445939,chr8,143754917
cg03342640,chr22,19435642
cg21437596,chr1,44212519
cg05349317,chr2,101047171
cg16078235,chr16,4331271
cg14241894,chr2,234970645
cg13196578,chr1,15681672
cg19749532,chr21,43946888
cg19349092,chr6,34514501
cg24423359,chr4,73231446
cg07478808,chr14,74834708
cg00910990,chr1,172724741
cg02864248,chr15,90868608
cg25652293,chr6,34260695
cg07909686,chr6,26409471
cg06803290,chr17,20940585
cg09519251,chr15,57317795
cg08977209,chr17,82909380
cg01625292,chr2,127651417
cg17768665,chr8,94208969
cg06592160,chr13,40623762
cg06773888,chr6,39900095
cg04403473,chr5,156813648
cg03019207,chr17,78842016
cg17517613,chr12,3262742
cg11839365,chr3,194059896
cg11181795,chr17,7316652
cg03729265,chr12,19403251
cg10414638,chr1,151890196
cg01767270,chr2,120358810
cg07429229,chr22,39607190
cg13355940,chr18,47913212
cg15612847,chr2,99179855
cg13725636,chr8,1523280
cg26096984,chr17,29762713
cg03068838,chr12,52156202
cg26830192,chr8,1783877
cg17885586,chr4,47811656
cg25021575,chr13,76887784
cg05542646,chr16,88375678
cg06992519,chr7,141719149
cg19374476,chr12,132649031
cg12955076,chr3,186671688
cg15605567,chr6,7585663
cg03996913,chr1,51404907
cg09471499,chr16,86181430
cg16252122,chr12,42442194
cg10599951,chr3,49360334
cg00934395,chr9,34649487
cg19914653,chr1,182269337
cg05160984,chr6,137763644
cg10066586,chr2,98782139
cg08783647,chr6,39113865
cg26159860,chr11,133599298
cg08099626,chr17,3309738
cg24844785,chr7,149862281
cg22483170,chr11,120597486
cg06660867,chr6,157219575
cg16218536,chr7,51478079
cg16557792,chr10,113820317
cg11861935,chr14,92450118
cg00807497,chr6,155443402
cg16717740,chr19,19502061
cg00373915,chr10,68420264
cg04296321,chr6,158078103
cg05661967,chr14,24160336
cg08520124,chr5,78525109
cg19692774,chr11,62760888
cg13647568,chr1,40530208
cg10071550,chr2,239090967
cg23417131,chr11,93133602
cg17809205,chr10,84451855
cg16384357,chr20,43569406
cg09179713,chr11,128738640
cg07600572,chr17,32476576
cg05614767,chr9,74846278
cg18674956,chr8,66111220
cg00594252,chr7,5334680
cg22599653,chr8,18720741
cg02302035,chr16,54121565
cg08048478,chr11,34278770
cg14926216,chr15,39886105
cg19461414,chr18,8944393
cg06428091,chr16,3290853
cg06163144,chr17,69220644
cg06284285,chr10,15860888
cg17129352,chr10,27558405
cg18485627,chr14,100873851
cg14076360,chr5,62621536
cg01922090,chr7,4644670
cg09021112,chr4,138243636
cg14881910,chr4,94472694
cg10747150,chr11,65306652
cg05431974,chr17,833350
cg03187209,chr1,204111407
cg13750902,chr9,68778101
cg21655750,chr2,143162150
cg27461480,chr4,73154767
cg16412629,chr1,114507127
cg03075765,chr4,53496177
cg11307417,chr3,48269126
cg20667519,chr2,130194064
cg02701435,chr19,4903897
cg11103682,chr5,58128163
cg27081107,chr10,392721
cg24149628,chr17,14725712
cg25204319,chr2,12844689
cg08736158,chr1,226379784
cg05287512,chr14,100543001
cg21179305,chr9,37119971
cg00615492,chr16,29989750
cg10319023,chr7,80807429
cg03900676,chr9,91887614
cg14696850,chr12,7432538
cg26227310,chr10,101124330
cg21983342,chr11,78432149
cg26428845,chr19,6725909
cg19365151,chr8,102242494
cg15727252,chr1,155861998
cg04290092,chr21,36755706
cg07645486,chr19,51713769
cg01325649,chr20,44937812
cg16333896,chr4,1943164
cg25648624,chr3,64498352
cg03466434,chr15,47960372
cg16401890,chr1,87018777
cg04186606,chr4,686867
cg00028060,chr6,113839556
cg12938320,chr3,138010067
cg25235638,chr5,34019539
cg07562451,chr17,63421191
cg00514271,chr20,32005550
cg04390373,chr5,57778213
cg02058698,chr6,13560110
cg01301654,chr11,128336401
cg23069120,chr6,70850202
cg10243190,chr2,178108994
cg18499250,chr3,37905979
cg03323498,chr15,78236175
cg16429105,chr16,30588440
cg18049882,chr2,73213631
cg10304682,chr4,186930251
cg16501628,chr14,45131357
cg07099186,chr3,61961409
cg10531235,chr3,150566977
cg27016544,chr17,10098685
cg26467725,chr15,92103811
cg06062145,chr4,6870345
cg15237348,chr3,49681412
cg14694381,chr8,109260491
cg07660894,chr17,29967657
cg13943120,chr2,3468990
cg20163262,chr19,40203067
cg17381040,chr19,35611445
cg04347495,chr7,69508038
cg14251488,chr12,66408204
cg00956085,chr6,111696374
cg04827919,chr10,132290387
cg02040705,chr7,29480502
cg19302206,chr2,215338815
cg02686685,chr3,184880770
cg00818826,chr3,186548010
cg19399342,chr3,33430705
cg07140093,chr9,128572783
cg15830682,chr1,6238577
cg13460622,chr16,89513020
cg06288911,chr10,122246027
cg06273370,chr10,126857506
cg01678692,chr17,12080967
cg14212180,chr19,3365203
cg17963125,chr11,35281559
cg07717760,chr2,135633706
cg03507249,chr14,75985166
cg13256308,chr14,92639941
cg12937950,chr5,398132
cg10424968,chr10,92334433
cg16214399,chr2,10071887
cg11541630,chr11,44144144
cg10912062,chr12,48101787
cg11551321,chr16,30358748
cg12553110,chr2,102022638
cg16846781,chr4,77011096
cg15144200,chr21,46563562
cg01266853,chr6,165687162
cg10280218,chr3,17169919
cg14602664,chr3,184327914
cg22917664,chr10,3141633
cg02566789,chr13,39484829
cg07310930,chr3,50231904
cg08672887,chr17,81948567
cg26606373,chr1,54153106
cg21080251,chr5,173143773
cg19659905,chr6,43130362
cg02763409,chr2,238786911
cg14436481,chr13,113178392
cg06561152,chr16,87762026
cg21170978,chr9,18727408
cg00465337,chr10,15103342
cg21229990,chr20,44739191
cg01604051,chr7,50783806
cg00095138,chr4,153234363
cg06717222,chr14,23123809
cg06855125,chr3,73299781
cg00380266,chr8,121635655
cg15128727,chr22,24053759
cg06452464,chr10,65815746
cg14890977,chr9,127791839
cg25487650,chr20,63645558
cg12177407,chr10,97039515
cg06573663,chr5,177352376
cg05541722,chr10,18534635
cg18540794,chr15,71139955
cg16606817,chr15,77047880
cg00004067,chr3,36940223
cg04987823,chr14,104430731
cg23685789,chr2,121133692
cg00159951,chr15,83205045
cg16896008,chr6,24205949
cg04619450,chr15,58261784
cg21001260,chr5,157550169
cg06830098,chr3,177262739
cg27119206,chr5,138453693
cg03661570,chr6,73077087
cg11182358,chr17,1898780
cg21387653,chr4,39324946
cg17223516,chr1,6867579
cg22115549,chr21,39396836
cg22387286,chr4,184401762
cg01077938,chr8,103108900
cg21129006,chr12,3913912
cg01289128,chr4,75401040
cg11052961,chr11,93720936
cg13263104,chr17,31344275
cg27120568,chr7,24665093
cg21196492,chr9,35107059
cg05447343,chr17,19745612
cg12267750,chr17,47973053
cg15720017,chr2,224513634
cg26175649,chr6,34951978
cg08025415,chr19,3032741
cg19621271,chr22,50486316
cg26294882,chr2,152743561
cg19360685,chr11,113318037
cg14997718,chr18,36948078
cg12180067,chr3,138441224
cg06708315,chr17,75693561
cg17360201,chr6,82931197
cg05357137,chr10,28238841
cg01454036,chr1,228855950
cg18127619,chr14,39042562
cg11098622,chr5,102870118
cg13553475,chr5,78342179
cg17330261,chr12,19446200
cg25135812,chr7,103436279
cg06263187,chr6,109977241
cg23569795,chr17,81556858
cg03059995,chr1,93730578
cg15164154,chr11,11432701
cg16634951,chr12,130998756
cg18550498,chr11,1008985
cg07125024,chr13,40792400
cg07611933,chr16,2723244
cg17535604,chr1,183564194
cg27450388,chr15,100261972
cg27445720,chr9,129318494
cg23707521,chr3,159867704
cg19694878,chr11,1056406
cg14412195,chr18,76965598
cg20113726,chr6,32058132
cg01052602,chr11,63870364
cg05146074,chr22,35256415
cg23496755,chr7,20825903
cg03146420,chr4,38111076
cg02458152,chr8,48393220
cg10564075,chr4,2305284
cg03321912,chr13,41376771
cg13038851,chr19,6434533
cg15381410,chr7,130487968
cg06695328,chr12,118415435
cg12339777,chr10,104615206
cg07107628,chr6,27243155
cg09064302,chr2,96895407
cg12921080,chr1,33314495
cg06972389,chr5,3221132
cg18991837,chr3,126362548
cg12870016,chr10,3805703
cg07305371,chr14,74475813
cg26657090,chr7,23679427
cg25485926,chr6,159758392
cg04932465,chr12,121280753
cg26269295,chr7,84492918
cg08462944,chr1,71019531
cg23398793,chr19,292216
cg21404384,chr19,54873573
cg12349580,chr12,94287269
cg15053937,chr3,61868860
cg09870329,chr4,165254954
cg01455197,chr7,151501780
cg01490148,chr11,57117673
cg07007736,chr3,48431406
cg14370689,chr10,92687251
cg16274716,chr16,9104394
cg20749005,chr8,139937724
cg00759707,chr12,110350864
cg02978611,chr7,44116700
cg07450196,chr13,42554160
cg03649574,chr1,158096725
cg05270552,chr11,96236423
cg08660810,chr3,101291280
cg20112699,chr4,107911082
cg07148051,chr5,151651832
cg03992447,chr16,84519205
cg00224480,chr2,65622211
cg06191186,chr22,30557335
cg06453172,chr10,132743475
cg03815200,chr3,66475594
cg09257771,chr6,12014253
cg18686937,chr7,156397401
cg18088971,chr11,5611850
cg07783889,chr10,132780103
cg07714289,chr7,105794436
cg21125848,chr3,186549676
cg02392271,chr12,118052458
cg13685330,chr3,143000595
cg05979619,chr2,111947000
cg14656538,chr1,197814815
cg25633548,chr5,95023052
cg13849232,chr9,136024818
cg07337775,chr6,105740561
cg02529459,chr4,94585590
cg24686092,chr10,102452656
cg07675687,chr22,38073968
cg15914990,chr11,73439334
cg22609955,chr19,44216876
cg14314208,chr2,215812733
cg26160839,chr1,168280881
cg13576513,chr20,59809285
cg18700558,chr10,81847760
cg06146502,chr8,144996242
cg27426929,chr2,112701917
cg24249775,chr17,40822092
cg00569748,chr8,59593701
cg26427053,chr16,9107297
cg27484529,chr5,65874226
cg22064629,chr7,21338535
cg10593472,chr14,96305171
cg13644300,chr9,133712652
cg00766929,chr8,38667519
cg25581444,chr2,37917417
cg03162143,chr4,768371
cg18708796,chr7,50343768
cg06877353,chr22,30329368
cg02997573,chr14,101908799
cg13725041,chr3,184663628
cg04670451,chr16,87703943
cg23055303,chr18,22282343
cg26155156,chr7,1604089
cg12690892,chr9,113464729
cg05579764,chr12,64193990
cg02012473,chr22,40438603
cg13347612,chr16,2746135
cg01887862,chr6,14265314
cg03266158,chr17,7498094
cg27201679,chr10,1074854
cg07570181,chr2,48579369
cg00450389,chr11,70678864
cg21758724,chr1,2401901
cg04334243,chr2,165635170
cg10703619,chr7,155222801
cg23596986,chr17,49035779
cg10439416,chr5,36951100
cg06917697,chr6,114031125
cg16612867,chr6,37243039
cg25274320,chr11,65118934
cg25998612,chr1,78095153
cg00219426,chr15,50583500
cg10705251,chr1,26373114
cg05491478,chr2,237712670
cg26573923,chr16,87791589
cg12566922,chr1,168748154
cg21646426,chr8,104444379
cg26364809,chr7,27105540
cg25196389,chr19,46303742
cg09487822,chr15,37983301
cg00767102,chr17,49290630
cg16385784,chr17,40434301
cg16032438,chr15,78642077
cg07771579,chr8,51851530
cg09625259,chr12,94186881
cg25117844,chr12,132803471
cg03396338,chr19,43728735
cg12566163,chr17,1424735
cg22127309,chr6,111585840
cg26749690,chr11,101955594
cg08663007,chr3,75665296
cg19277049,chr1,54209888
cg25094603,chr22,41064028
cg14224553,chr10,62115348
cg19866325,chr1,46613080
cg07005706,chr5,158943764
cg00735188,chr10,3158727
cg17875914,chr12,49599530
cg18929428,chr6,30600897
cg24158453,chr13,40503696
cg02104976,chr17,49708777
cg14523881,chr1,212990732
cg01910846,chr2,238728324
cg21453420,chr1,198153066
cg07531636,chr1,37991833
cg17736259,chr1,53459472
cg06643515,chr19,5595990
cg14877589,chr14,60397801
cg19274610,chr5,174995599
cg22083047,chr3,64225788
cg20825216,chr11,2253170
cg26392771,chr12,32983401
cg00633897,chr1,156452016
cg09095055,chr6,28354077
cg19476792,chr1,70140958
cg15575834,chr1,2168406
cg23977502,chr7,143514274
cg01400411,chr14,73287262
cg07053159,chr5,172860197
cg25596449,chr16,68076235
cg19413958,chr1,222716554
cg11024496,chr20,61674577
cg12713525,chr11,30536048
cg02836923,chr11,65956010
cg03149388,chr14,62110727
cg17877159,chr19,8312042
cg26009702,chr2,19978831
cg15771477,chr3,9778904
cg21298743,chr12,112252431
cg26993213,chr16,66800938
cg11667238,chr7,2939801
cg26468810,chr11,118358921
cg01329901,chr10,26561811
cg07619967,chr1,147177511
cg09974610,chr11,34631323
cg16789226,chr1,111608996
cg22437545,chr16,70297761
cg13715276,chr3,128063900
cg15738473,chr18,75070854
cg00145863,chr14,52873815
cg16968693,chr11,124697009
cg21397098,chr6,127331023
cg03666205,chr15,67519942
cg24639069,chr1,42489576
cg24603001,chr3,41508497
cg17290511,chr12,68871946
cg17847684,chr6,159134517
cg25225632,chr5,1323975
cg13632994,chr1,93614694
cg27196128,chr13,110555648
cg01249219,chr5,64900769
cg13778519,chr1,62128952
cg01910191,chr17,35620504
cg25907853,chr13,23582775
cg13356971,chr10,32125136
cg12767138,chr11,94637533
cg05071422,chr16,47148050
cg17898142,chr7,157284176
cg05839347,chr2,3600656
cg01194044,chr11,47464635
cg11585357,chr6,52930071
cg19384726,chr8,11551549
cg04426959,chr3,108083728
cg14647880,chr7,87316825
cg16451879,chr8,6573197
cg16567763,chr12,112935932
cg06147398,chr21,37011299
cg25296188,chr12,56317615
cg16537391,chr19,3003203
cg15384716,chr11,46542731
cg25199610,chr1,35309673
cg16250425,chr3,113354636
cg26607248,chr1,203010623
cg26407930,chr1,8317664
cg08617204,chr9,129063819
cg03185871,chr19,1886678
cg24202045,chr1,12367666
cg16422814,chr10,121932087
cg21156912,chr17,82889670
cg22836912,chr19,57587741
cg01385253,chr3,122359780
cg23926497,chr12,7710290
cg08800497,chr19,1970009
cg11832544,chr1,161124245
cg12550074,chr7,51631014
cg22706334,chr1,160679029
cg04422618,chr4,40044050
cg04079251,chr1,44654960
cg17304635,chr2,2629675
cg20417115,chr4,10441640
cg15657761,chr15,94475032
cg13173739,chr5,176268738
cg03247128,chr2,236508256
cg06371237,chr22,26493866
cg17583158,chr8,2090051
cg27396141,chr5,177266629
cg09949045,chr9,132191998
cg21351028,chr10,98457358
cg10404697,chr6,31962941
cg18652035,chr11,112977296
cg17288302,chr12,94249525
cg04581219,chr1,212356780
cg00537805,chr19,50512447
cg06922161,chr16,28153033
cg07364725,chr10,88415029
cg12392126,chr12,12087429
cg20496134,chr2,130187582
cg09721041,chr3,130013442
cg08006963,chr11,32173203
cg13324847,chr5,4866343
cg08443835,chr5,13592057
cg19988326,chr1,147902739
cg05887396,chr12,109837060
cg17936495,chr1,155263260
cg08600810,chr2,54662884
cg25908390,chr11,3152638
cg02451536,chr1,36441838
cg00874736,chr7,81632519
cg05480260,chr16,86542148
cg18273401,chr14,55133620
cg07176410,chr8,67512507
cg23380274,chr4,183656291
cg03390195,chr19,55044165
cg07347148,chr1,167817564
cg16796612,chr21,36987129
cg17832009,chr13,29519620
cg05690666,chr2,189555987
cg12316968,chr8,56121760
cg13805052,chr1,2351624
cg22563555,chr18,29158161
cg15849648,chr6,41039746
cg08637839,chr2,37301645
cg14163052,chr6,136342329
cg18844144,chr14,23059221
cg18850500,chr22,45775844
cg13596396,chr3,57646920
cg24952525,chr2,28049593
cg03776878,chr12,130967747
cg02593615,chr13,45344067
cg02319911,chr10,1296040
cg24741887,chr3,73093355
cg02648943,chr8,70093414
cg02445209,chr4,165238642
cg20621471,chr6,32046068
cg01105321,chr15,56929948
cg06683071,chr3,143075776
cg22776443,chr5,1798790
cg21585975,chr12,19145683
cg18841708,chr17,35759427
cg22796480,chr1,169137548
cg07086326,chr5,5334339
cg13885522,chr1,159466124
cg14374479,chr12,49620395
cg19382290,chr12,132011295
cg12753431,chr15,71189950
cg20105647,chr3,155078256
cg07961634,chr14,80958183
cg19798201,chr9,85224831
cg00682802,chr6,30715078
cg07165407,chr10,97888796
cg16126537,chr16,89250591
cg27543308,chr12,104864558
cg06852110,chr13,27284066
cg16372396,chr2,183261036
cg25808157,chr2,11593083
cg11254317,chr12,130781374
cg14511322,chr1,228120765
cg03809530,chr2,71785160
cg24315840,chr10,104031398
cg13252393,chr17,56888853
cg05669926,chr12,117667968
cg06741246,chr16,90092817
cg04683496,chr10,397621
cg14889272,chr10,79077817
cg16262178,chr22,30561950
cg19387239,chr4,139860231
cg06834705,chr8,54138379
cg15807633,chr12,25802955
cg04832268,chr17,18119645
cg19883602,chr14,65826534
cg27364916,chr19,3600544
cg11717817,chr10,44291538
cg05506008,chr17,3007370
cg11087503,chr14,52033179
cg20761204,chr7,106792951
cg17068638,chr1,44214782
cg25044493,chr21,43762048
cg27421234,chr8,66021559
cg08222069,chr1,69918310
cg07121756,chr10,76439500
cg24602769,chr14,61264062
cg17070859,chr17,1153126
cg11978881,chr3,41649253
cg02260567,chr7,12964948
cg01786082,chr1,21064304
cg02881512,chr1,42466843
cg21373880,chr10,121911473
cg11267878,chr5,56064330
cg08249371,chr6,165711071
cg25023131,chr12,4808784
cg20161089,chr14,94111168
cg23564005,chr3,72138826
cg01516119,chr5,133427900
cg22156811,chr19,12655443
cg10145725,chr12,10600873
cg00389406,chr2,219568093
cg05970768,chr5,172255612
cg10533907,chr10,102157208
cg08429279,chr1,163217767
cg02784170,chr9,135338598
cg27130581,chr6,26254902
cg21141047,chr1,168314134
cg01463226,chr13,33066731
cg15813266,chr4,187124535
cg25034761,chr7,107593835
cg20018119,chr2,117995371
cg04880248,chr3,122263236
cg00367070,chr4,158540375
cg18280063,chr10,99689595
cg12765755,chr2,205787223
cg18915061,chr12,49566683
cg27245416,chr1,26772876
cg00054372,chr1,21264840
cg21187117,chr2,169809907
cg22641196,chr11,3045900
cg19984257,chr15,94479432
cg00080706,chr14,69259114
cg05291178,chr3,10107782
cg20687094,chr14,93037464
cg13939546,chr7,142720407
cg25313411,chr17,56761597
cg20283224,chr2,54866904
cg04884234,chr9,95063490
cg16216611,chr1,35739165
cg00905286,chr11,56699294
cg25658464,chr5,151482079
cg01040200,chr4,7972414
cg18469977,chr8,125952279
cg21796322,chr3,195226235
cg23040358,chr19,36835931
cg21074096,chr2,61184286
cg11099899,chr21,36480036
cg05193757,chr11,117749838
cg20300129,chr6,35090404
cg05585739,chr3,148975371
cg12968558,chr15,36669106
cg00332588,chr8,43292421
cg00109433,chr5,80631739
cg06393130,chr16,53447936
cg22564748,chr6,111707997
cg08810871,chr18,69874473
cg26884320,chr1,7777255
cg18100564,chr11,46936426
cg20988616,chr6,131637004
cg03094624,chr5,173630270
cg07790870,chr20,33562505
cg15697793,chr8,1849279
cg02131013,chr14,89399479
cg11261372,chr3,10361325
cg14257632,chr6,166938328
cg23123165,chr7,54833322
cg09552881,chr4,154544332
cg18516035,chr6,33007330
cg24759044,chr17,76053668
cg01837533,chr3,114035077
cg11128374,chr2,169065968
cg13415320,chr2,73485759
cg19325084,chr13,37009802
cg18207214,chr5,126544561
cg07108927,chr18,26703705
cg23078982,chr12,130948840
cg08503964,chr22,46974411
cg06508552,chr5,136027315
cg09990882,chr10,44652027
cg20037482,chr17,50423844
cg21368154,chr12,56500700
cg16096272,chr1,45912318
cg17401890,chr11,36404932
cg15106473,chr19,44235283
cg03726819,chr1,77811921
cg18165630,chr8,43206389
cg06497736,chr19,49908185
cg02880679,chr17,51218254
cg15066967,chr2,236579131
cg13012110,chr10,112803967
cg23190340,chr5,36665373
cg25577193,chr2,100538124
cg07647993,chr13,31882780
cg14425888,chr9,71608139
cg00146963,chr8,71652005
cg17633639,chr3,132537220
cg11073212,chr8,127406825
cg19053869,chr12,56138509
cg17787990,chr17,67636645
cg18642003,chr4,104475674
cg05083038,chr6,146542407
cg09907567,chr6,151101920
cg07784757,chr17,21198258
cg15319324,chr15,55439521
cg14372996,chr9,137269739
cg01250678,chr5,128155726
cg25683967,chr13,30932342
cg01731962,chr2,95927635
cg04112106,chr16,66938110
cg24379278,chr9,19292837
cg13542042,chr6,100586464
cg11425279,chr12,42398855
cg13221225,chr8,143502359
cg23436468,chr19,6135310
cg06077443,chr18,10457388
cg25476599,chr2,219042380
cg07362810,chr10,129727651
cg00137492,chr15,42679639
cg05277793,chr11,5152206
cg16972486,chr1,77796697
cg26544062,chr7,129755323
cg10299917,chr22,25371341
cg07369399,chr16,50738385
cg01659197,chr14,29971380
cg27121959,chr11,101034339
cg18281617,chr11,65111390
cg25441629,chr4,39466291
cg05660230,chr2,235012221
cg05313823,chr5,139612460
cg24889594,chr10,130104811
cg23032416,chr2,160309285
cg05624396,chr6,166345932
cg10140240,chr17,78224591
cg14960030,chr11,74071501
cg01860085,chr17,37161909
cg19324204,chr17,2365146
cg14109822,chr9,131681687
cg06715755,chr7,158451714
cg15903562,chr1,204438666
cg13949259,chr5,160939694
cg19281660,chr17,21480895
cg04690045,chr16,34160676
cg22126499,chr22,20112508
cg14254686,chr9,121785411
cg23793946,chr6,170086937
cg20069798,chr16,72976822
cg12784172,chr15,43369759
cg07056645,chr19,6230535
cg05605326,chr10,88664067
cg06567996,chr9,126569009
cg15426520,chr11,115065987
cg08773466,chr22,46676793
cg24310785,chr6,163564191
cg27604310,chr22,36927930
cg21297965,chr1,65297620
cg05649391,chr11,47337564
cg17444638,chr15,44955744
cg13007824,chr10,129522498
cg06389188,chr5,109327693
cg21986781,chr11,64262451
cg16064510,chr1,6352455
cg26963285,chr19,29609924
cg23837945,chr13,112152516
cg07158318,chr9,95855475
cg07189205,chr5,111820271
cg22084793,chr15,67940107
cg11825694,chr10,6025909
cg14146959,chr7,24753394
cg26883517,chr5,17230853
cg05446493,chr14,93355058
cg09216001,chr14,93706633
cg01939891,chr1,162564705
cg26632641,chr15,27820033
cg25190423,chr3,10037007
cg19369151,chr19,18719728
cg16179048,chr2,106919693
cg04393637,chr17,77794009
cg11078188,chr9,132541918
cg23967474,chr6,89816125
cg12851638,chr3,71658241
cg17343638,chr2,120472892
cg22348713,chr7,2383788
cg11797316,chr8,73314426
cg26339254,chr14,68511272
cg01452110,chr6,26019604
cg26378071,chr6,38284203
cg00986236,chr3,64681249
cg03408497,chr20,4148105
cg26623263,chr2,202122417
cg15449979,chr20,10176380
cg09319634,chr1,173554208
cg12896456,chr10,102310148
cg07427297,chr17,47168710
cg05990793,chr3,53492414
cg03310038,chr2,98236241
cg24724990,chr11,102454019
cg01924666,chr6,154277084
cg19327414,chr6,159800215
cg11610140,chr3,16605509
cg13189207,chr1,44617452
cg12397357,chr6,167229270
cg23645149,chr17,37510279
cg10145297,chr16,46679076
cg05285589,chr16,81682917
cg08315944,chr17,76082712
cg05708452,chr8,85464924
cg02832414,chr17,48860406
cg26884180,chr1,15543300
cg07786584,chr16,56844517
cg22192614,chr15,69193665
cg12661256,chr15,31453713
cg00042252,chr2,25856579
cg08023476,chr7,74487100
cg17674787,chr22,20741331
cg10465820,chr7,117090966
cg04478205,chr13,32297954
cg20415246,chr2,233264947
cg22941409,chr6,33069719
cg09741670,chr5,60339002
cg10379653,chr4,37960834
cg27585454,chr4,55358029
cg03014264,chr5,175718552
cg21529699,chr7,149294907
cg09302213,chr17,69519417
cg12504396,chr5,17275791
cg21119965,chr3,153506333
cg05524038,chr5,150113695
cg06403921,chr10,132653370
cg02673866,chr19,45828350
cg22223441,chr6,11920266
cg13428383,chr11,73948819
cg10487659,chr16,4102080
cg09090896,chr10,103461826
cg21452013,chr3,31227808
cg14677955,chr2,102592881
cg25887076,chr10,5534293
cg15159327,chr16,3060503
cg21013028,chr20,2311687
cg13884376,chr9,127743070
cg13533759,chr9,111668776
cg11467289,chr8,73126662
cg17713499,chr5,55850782
cg21017539,chr14,68407883
cg15260437,chr17,81463779
cg26995689,chr21,43967883
cg14572436,chr9,6328010
cg24640460,chr12,9933785
cg07342752,chr18,79425790
cg01505421,chr22,50581485
cg13469320,chr2,238253481
cg09231536,chr16,31502383
cg20604062,chr1,39122088
cg17792994,chr5,122143013
cg14251173,chr14,104175936
cg09541801,chr5,134626929
cg00142999,chr10,86468346
cg04948963,chr6,134457989
cg03328238,chr21,45899719
cg13539854,chr9,135486147
cg19222512,chr3,97763531
cg14266158,chr22,50224632
